Circuit Name, Average Runtime: Level 2, Run Times Level 2, Gate Count: Level 2, Ratio: Level 2
qft_indep_qiskit_116.qasm,0.018508524599019437,"[0.01865029102191329, 0.01858262502355501, 0.01845195796340704, 0.018570207990705967, 0.018287540995515883]",38,5.333333333333333
qft_indep_qiskit_100.qasm,0.029722508403938263,"[0.030167457996867597, 0.030592499999329448, 0.028935334004927427, 0.029689083981793374, 0.029228166036773473]",84,5.461538461538462
qft_indep_qiskit_76.qasm,0.03714096680050716,"[0.03806891699787229, 0.036937583005055785, 0.03716520901070908, 0.036863167013507336, 0.0366699579753913]",179,5.392857142857143
qft_indep_qiskit_99.qasm,0.042491241602692756,"[0.04358812497230247, 0.042386375018395483, 0.04208033304894343, 0.041976834007073194, 0.04242454096674919]",273,5.5
qft_indep_qiskit_21.qasm,0.05509562500519678,"[0.05444233299931511, 0.054725791967939585, 0.0551693340530619, 0.055489249993115664, 0.055651416012551636]",435,5.492537313432836
qft_indep_qiskit_37.qasm,0.06746518339496106,"[0.06818204204319045, 0.06914300000062212, 0.06532399996649474, 0.06691166700329632, 0.06776520796120167]",626,5.26
qft_indep_qiskit_60.qasm,0.14887765820603818,"[0.08361408399650827, 0.08267179102404043, 0.40940120798768476, 0.08358783303992823, 0.0851133749820292]",841,5.229629629629629
qft_indep_qiskit_17.qasm,0.1010416833916679,"[0.10458258300786838, 0.10062858299352229, 0.10135399998398498, 0.09907679195748642, 0.09956645901547745]",1134,5.064171122994653
qft_indep_qiskit_7.qasm,0.12509354141075163,"[0.12383799999952316, 0.12571983301313594, 0.1239359580213204, 0.12646258302265778, 0.12551133299712092]",1447,5.079831932773109
qft_indep_qiskit_40.qasm,0.22311118339421226,"[0.15265933400951326, 0.15676170797087252, 0.1494227089569904, 0.503601583011914, 0.15311058302177116]",1779,4.93
qft_indep_qiskit_56.qasm,0.17530180821195246,"[0.17640012496849522, 0.17242833302589133, 0.1774079580209218, 0.17668516602134332, 0.17358745902311057]",2237,5.045945945945946
qft_indep_qiskit_120.qasm,0.19215158321894704,"[0.18923000001814216, 0.1941616249969229, 0.1927245000260882, 0.19461254100315273, 0.19002925005042925]",2459,4.882775119617225
qft_indep_qiskit_95.qasm,0.2565208582091145,"[0.258376290963497, 0.2583573330193758, 0.2540900420281105, 0.2541402500355616, 0.2576403749990277]",3052,5.091816367265469
qft_indep_qiskit_83.qasm,0.29251518320525066,"[0.2929860000149347, 0.2925183330080472, 0.29484149999916553, 0.28974024998024106, 0.2924898330238648]",3529,4.93109243697479
qft_indep_qiskit_82.qasm,0.4183334917994216,"[0.3381252089748159, 0.34100070799468085, 0.3413473750115372, 0.7292230000020936, 0.34197116701398045]",4188,5.034582132564841
qft_indep_qiskit_94.qasm,0.4562685334007256,"[0.3729179169749841, 0.37939399998867884, 0.7772773330216296, 0.3762907920172438, 0.3754626250010915]",4631,4.891857506361323
qft_indep_qiskit_57.qasm,0.513714900193736,"[0.430096166965086, 0.4242104170261882, 0.8612627920228988, 0.42554399999789894, 0.4274611249566078]",5315,4.879424778761062
qft_indep_qiskit_6.qasm,0.3913970665889792,"[0.384412249957677, 0.401808416005224, 0.3967829589964822, 0.3873899999889545, 0.3865917079965584]",5810,4.916496945010183
qft_indep_qiskit_41.qasm,0.6943534331978298,"[0.9733183750067838, 0.9597946670255624, 0.5138183750095777, 0.515545290953014, 0.5092904579942115]",6550,5.031307550644567
qft_indep_qiskit_16.qasm,0.5759780167951248,"[0.5794185409904458, 0.5774572499794886, 0.5742164590046741, 0.578130959009286, 0.5706668749917299]",7321,4.947197400487409
qft_indep_qiskit_61.qasm,0.4903134668129496,"[0.4892234170110896, 0.4845750000094995, 0.49139874998945743, 0.4888492920435965, 0.4975208750111051]",7533,4.808018504240555
qft_indep_qiskit_36.qasm,0.7839951581903734,"[0.6883449169690721, 0.6791355000459589, 0.6727061659912579, 0.6792707079439424, 1.2005185000016354]",8649,4.907786885245901
qft_indep_qiskit_20.qasm,0.974534908181522,"[0.7608332919771783, 1.2799256659927778, 0.754430083965417, 0.7651512079755776, 1.3123342909966595]",9485,4.972921914357682
qft_indep_qiskit_77.qasm,0.9290782834053971,"[0.8122981670312583, 0.8098027090309188, 0.8169474999886006, 0.8110638749785721, 1.3952791659976356]",10286,4.867655447803765
qft_indep_qiskit_98.qasm,1.1029671917902306,"[0.8698105000075884, 1.4513150419807062, 0.8583571669878438, 1.4691398330032825, 0.8662134169717319]",10981,5.050137741046832
qft_indep_qiskit_101.qasm,1.0655108083970846,"[1.557974208961241, 0.9413995000068098, 0.9363345419988036, 0.9363975410233252, 0.9554482499952428]",11788,4.968607594936709
qft_indep_qiskit_117.qasm,0.8250079418066889,"[0.8263856249977835, 0.8263447920326144, 0.82728650001809, 0.8193779999855906, 0.8256447919993661]",12665,4.918224299065421
qft_indep_qiskit_11.qasm,1.424829683394637,"[1.8458644169731997, 1.8702015840099193, 1.1283833750057966, 1.145558207994327, 1.1341408329899423]",14229,4.884615384615385
qft_indep_qiskit_46.qasm,1.4751039166003466,"[1.1636627910193056, 1.9108900839928538, 1.2036262080073357, 1.9354550419957377, 1.1618854579865001]",14539,4.907761072734661
qft_indep_qiskit_50.qasm,1.6087668582098558,"[1.2727420409792103, 1.260448000044562, 2.104947292013094, 2.1335907920147292, 1.272106165997684]",16068,4.948907811921511
qft_indep_qiskit_93.qasm,1.494139441405423,"[1.3064380830037408, 1.3118900409899652, 1.3150467910454609, 2.220422916987445, 1.316899375000503]",16593,4.9989154013015185
qft_indep_qiskit_85.qasm,1.8853261414100415,"[1.5576082920306362, 1.4725489579723217, 2.448223000043072, 2.462545416026842, 1.4857050409773365]",18913,4.956850393700788
qft_indep_qiskit_110.qasm,1.7900206667953171,"[1.5751117080217227, 1.5653866669745184, 1.5788009589887224, 2.6394934579730034, 1.5913105420186184]",20066,4.970246950312407
qft_indep_qiskit_106.qasm,1.843889941391535,"[1.6318694580113515, 1.5960430830018595, 2.7209390409989282, 1.6277705829706974, 1.6428275419748388]",20522,4.948405797101449
qft_indep_qiskit_70.qasm,2.260633475019131,"[1.8263942080084234, 1.760876875021495, 1.8001676250132732, 2.9510302920243703, 2.9646983750280924]",22662,4.99365247289077
qft_indep_qiskit_27.qasm,2.018524300004356,"[2.970320166030433, 1.7709058749605902, 1.783670875011012, 1.7876970419893041, 1.7800275420304388]",22405,5.021230851921526
qft_indep_qiskit_31.qasm,2.2334979250095786,"[1.9614224580000155, 3.2678238339722157, 1.9844140420318581, 1.9802822080091573, 1.9735470830346458]",24927,4.930763740185582
qft_indep_qiskit_66.qasm,2.243439683399629,"[3.3147842080215923, 1.941376874980051, 1.9911822919966653, 1.9620465000043623, 2.007808541995473]",24711,4.958765372558476
qft_indep_qiskit_89.qasm,2.772461158805527,"[2.1424412920023315, 2.1250942920451052, 2.171888583980035, 3.7140725839999504, 3.7088090420002118]",27359,4.928277356446371
qft_indep_qiskit_67.qasm,2.651849475398194,"[2.3022502919775434, 2.3187026669620536, 2.328103459032718, 2.3438533340231515, 3.9663376249955036]",29335,4.9119306731156795
qft_indep_qiskit_88.qasm,2.717965149995871,"[2.3695614589960314, 2.350808707997203, 4.148465165984817, 2.3486401250120252, 2.372350291989278]",29813,4.900059370670888
qft_indep_qiskit_30.qasm,2.9289258334203625,"[2.5363652920350432, 2.5178969159605913, 2.5398218750488013, 2.5760672920150682, 4.4744777920423076]",32040,4.932234771338641
qft_indep_qiskit_26.qasm,3.8868445836007597,"[4.585941917030141, 4.574332416988909, 4.788336249999702, 2.791793374984991, 2.6938189590000547]",33542,4.928243195475433
qft_indep_qiskit_71.qasm,2.9074536668136717,"[3.119076542032417, 2.7507909589912742, 2.8795190830132924, 2.888159833033569, 2.8997219169978052]",34732,4.9666723930596115
qft_indep_qiskit_107.qasm,3.7439826331916266,"[2.74752791703213, 2.7445514999562874, 5.460862041974906, 5.010286791017279, 2.75668491597753]",34182,4.939530842745439
qft_indep_qiskit_111.qasm,4.153521375183482,"[3.302512541995384, 5.867233208962716, 3.0037356659886427, 5.521758833958302, 3.0723666250123642]",37662,4.941315664931377
qft_indep_qiskit_84.qasm,3.6595678165904246,"[3.092164125002455, 3.193676457973197, 3.240835624979809, 3.09816683299141, 5.672996042005252]",39107,4.89493518239373
qft_indep_qiskit_92.qasm,4.381685941980686,"[5.900432083988562, 3.3049999169888906, 3.223701249982696, 3.2522131669684313, 6.22708329197485]",40395,4.897080291970803
qft_indep_qiskit_51.qasm,4.449822291592136,"[4.079877417010721, 6.36324016697472, 3.8144021659973077, 4.387995083001442, 3.6035966249764897]",42405,4.90187891440501
qft_indep_qiskit_47.qasm,4.621921008406207,"[6.3973392090410925, 6.389267916965764, 3.4421671250020154, 3.445018541009631, 3.435812250012532]",42372,4.9137473831123515
qft_indep_qiskit_10.qasm,5.119330475002061,"[6.792812417028472, 7.004444958001841, 3.593055250006728, 3.769781375012826, 4.436558374960441]",44908,4.944142951687624
qft_indep_qiskit_87.qasm,5.438626900198869,"[7.2470205840072595, 7.344254791969433, 4.877604416979011, 3.8605285829980858, 3.8637261250405572]",48933,4.894831947958077
qft_indep_qiskit_68.qasm,6.859268274786882,"[7.824372417002451, 6.712686791026499, 5.520901415962726, 6.785320665978361, 7.453060083964374]",52663,4.907897689028495
qft_indep_qiskit_29.qasm,6.923118216579314,"[5.821405166003387, 5.860901374951936, 5.87528245797148, 6.917872624995653, 10.140129458974116]",51243,4.883237657864523
qft_indep_qiskit_91.qasm,6.406140108418185,"[8.450420833018143, 9.390459000016563, 4.89525991701521, 4.88889179204125, 4.405668999999762]",51881,4.87820077045094
qft_indep_qiskit_108.qasm,6.580688808229752,"[5.056444125017151, 6.432212417013943, 6.159168000041973, 10.167492583044805, 5.0881269160308875]",56705,4.869475209605631
qft_indep_qiskit_52.qasm,6.588132983399555,"[5.2926758750109, 5.651078791997861, 9.977155458007473, 5.526838709018193, 6.492916082963347]",54201,4.9113316610317375
qft_indep_qiskit_3.qasm,7.090837916813325,"[5.356657124997582, 7.684370917035267, 9.860817708016839, 6.380439084023237, 6.1719047499937005]",61759,4.846729148916028
qft_indep_qiskit_44.qasm,6.906174058199395,"[5.552123332978226, 10.12410470895702, 5.962872292031534, 6.231695291004144, 6.660074666026048]",57983,4.875861370085124
qft_indep_qiskit_13.qasm,8.261459958588238,"[7.334044084011111, 5.393789041962009, 6.079551499977242, 10.838939042005222, 11.66097612498561]",62521,4.856768149882904
qft_indep_qiskit_64.qasm,7.842356108594686,"[10.60491475003073, 5.257022583973594, 5.293376124987844, 10.761625083978288, 7.294842000002973]",65213,4.846602115832885
qft_indep_qiskit_33.qasm,7.987795383215416,"[7.408489042019937, 11.564590333029628, 6.244726750010159, 7.528245291032363, 7.1929254999849945]",65344,4.8562466391826495
qft_indep_qiskit_25.qasm,6.487439600017387,"[6.2146922500105575, 5.847920375003014, 6.464847250026651, 6.272445583017543, 7.637292542029172]",70278,4.7822938950139875
qft_indep_qiskit_72.qasm,9.052537958382164,"[6.475776500010397, 12.690236291964538, 6.556054208951537, 12.873060499958228, 6.667562291026115]",74005,4.8358962226953714
qft_indep_qiskit_104.qasm,8.306460016802884,"[6.2649029169697315, 12.517273167031817, 9.79565987503156, 6.971517666010186, 5.982946458971128]",73700,4.801779107297489
qft_indep_qiskit_112.qasm,6.93524110839935,"[6.112309874966741, 7.677898916997947, 6.781974916986655, 7.6691577910096385, 6.43486404203577]",76735,4.816782898726501
qft_indep_qiskit_48.qasm,9.592938833415975,"[13.29055195802357, 14.00040966598317, 6.7563926250441, 7.0483442089753225, 6.868995709053706]",81498,4.827112827112827
qft_indep_qiskit_113.qasm,10.516541766410228,"[7.342970833007712, 7.914108833007049, 7.0153989160317, 15.724209624982905, 14.586020625021774]",81585,4.840432385997566
qft_indep_qiskit_49.qasm,8.530255224788561,"[7.827704374969471, 14.119956750015263, 7.02728020795621, 7.023320208012592, 6.653014582989272]",80046,4.808853410740203
qft_indep_qiskit_105.qasm,9.847118750202934,"[15.057626124995295, 7.39909262501169, 7.9314669169834815, 9.586037459026556, 9.261370624997653]",87207,4.788331342094783
qft_indep_qiskit_73.qasm,8.946260224981234,"[8.88553149998188, 12.339265082962811, 8.213969749980606, 7.433380917005707, 7.8591538749751635]",88027,4.824973530968767
qft_indep_qiskit_24.qasm,13.064828716393095,"[17.881748457963113, 21.29936224996345, 11.606062999984715, 7.200928708014544, 7.336041166039649]",82793,4.745523941707148
qft_indep_qiskit_32.qasm,13.582060008391272,"[23.494827041984536, 17.004404374980368, 7.7316036249976605, 9.288495582994074, 10.390969416999724]",88108,4.753052562846882
qft_indep_qiskit_65.qasm,23.857760291791056,"[17.120131250005215, 18.296128208981827, 37.70394304196816, 29.252523457980715, 16.91607550001936]",94354,4.825040128410915
qft_indep_qiskit_12.qasm,14.068466766411438,"[26.236789875023533, 9.859529000008479, 13.584207708016038, 10.442541208001785, 10.219266041007359]",101328,4.764478325179201
qft_indep_qiskit_2.qasm,24.045963367202784,"[10.732866542006377, 30.33415958401747, 35.14116558403475, 34.08667891699588, 9.934946208959445]",102507,4.748485868102288
qft_indep_qiskit_45.qasm,23.029972158605233,"[23.278035625000484, 26.437700708047487, 25.1028408340062, 14.008704333973583, 26.32257929199841]",107727,4.745133592875047
qft_indep_qiskit_109.qasm,18.92976886680117,"[14.519536875013728, 9.595751292014029, 25.157865999964997, 32.361004667007364, 13.014685500005726]",101008,4.764967752982136
qft_indep_qiskit_53.qasm,20.564119741797914,"[14.007955167035107, 11.599031916994136, 14.059800832998008, 26.033525249978993, 37.12028554198332]",109050,4.763437450451879
qft_indep_qiskit_90.qasm,24.522730325208975,"[17.380464707966894, 9.248284542001784, 22.465267584018875, 28.67422720801551, 44.84540758404182]",112172,4.750346029630389
qft_indep_qiskit_28.qasm,20.002653625200036,"[24.3038480419782, 18.848857291974127, 24.665301125030965, 15.475691583997104, 16.71957008301979]",116776,4.798212512413108
qft_indep_qiskit_86.qasm,20.00775541641051,"[14.136842541047372, 24.58310533297481, 20.196961082983762, 22.63080137502402, 18.491066750022583]",118304,4.722633386542833
qft_indep_qiskit_69.qasm,17.804541632998735,"[35.575252791983075, 14.325191375042778, 13.840156916005071, 11.61671666597249, 13.66539041599026]",122328,4.746066043496642
qft_indep_qiskit_62.qasm,13.559459450200666,"[11.368949791998602, 19.969860709039494, 11.971108625002671, 12.294611291959882, 12.192766833002679]",125544,4.771076583616806
qft_indep_qiskit_35.qasm,19.474647875200027,"[13.213010500010569, 30.360533249971922, 21.856920916994568, 14.601849458995275, 17.340925250027794]",130458,4.734669655809046
qft_indep_qiskit_23.qasm,20.129672549804674,"[21.636836207995657, 21.565951625001617, 14.312044250022154, 27.718348666036036, 15.4151819999679]",131159,4.711753690719854
qft_indep_qiskit_74.qasm,23.078668083401862,"[17.012604249990545, 16.342192957992665, 11.376685374998488, 35.034243417030666, 35.62761441699695]",136398,4.754947048647736
qft_indep_qiskit_58.qasm,21.350751750008204,"[28.290201333991718, 11.13103566603968, 19.414038375020027, 35.696816416981164, 12.221666958008427]",139110,4.693762278978389
qft_indep_qiskit_102.qasm,19.85157719179988,"[12.936995583993848, 14.344109750003554, 11.405922334000934, 30.667704457999207, 29.903153833001852]",137461,4.67832947785856
qft_indep_qiskit_9.qasm,15.84549182499759,"[11.747225083003286, 12.116245541954413, 11.389407250040676, 11.086980124993715, 32.887601124995854]",136757,4.703674354589816
qft_indep_qiskit_114.qasm,13.38543200000422,"[14.465438915998675, 13.663917125028092, 13.652230584004428, 12.561895292019472, 12.583678082970437]",147714,4.735352358765288
qft_indep_qiskit_19.qasm,17.562064799992367,"[13.191997833026107, 15.74898520798888, 12.825440916989464, 32.746959499956574, 13.296940542000812]",154312,4.725862708719852
qft_indep_qiskit_81.qasm,18.303685433592182,"[14.446578334027436, 12.535943708964624, 12.504530832986347, 16.865916082984768, 35.165458208997734]",154703,4.702915914033988
qft_indep_qiskit_39.qasm,13.287043066578917,"[12.718503582989797, 12.423627874988597, 14.949978499964345, 13.66820174996974, 12.674903624982107]",152539,4.697706559091588
qft_indep_qiskit_97.qasm,19.15194380840985,"[14.52351379202446, 36.94320974999573, 13.9356211660197, 15.435574333998375, 14.92180000001099]",161168,4.679929515418502
qft_indep_qiskit_78.qasm,14.398338783194777,"[14.364683334017172, 13.671328625001479, 15.571080165973399, 14.803996582981199, 13.580605208000634]",159022,4.707486899720049
qft_indep_qiskit_54.qasm,24.031668675411492,"[24.188849875004962, 16.01815883402014, 16.685030209016986, 46.984226375003345, 16.282078084012028]",159654,4.625581395348838
qft_indep_qiskit_42.qasm,18.593334008404053,"[14.014247582992539, 25.002327834023163, 23.82893687504111, 14.81884254195029, 15.30231520801317]",160823,4.725887421226902
qft_indep_qiskit_118.qasm,29.208845141413622,"[25.774218666017987, 29.801985917030834, 44.891151958028786, 28.524647457990795, 17.052221707999706]",171385,4.6864859484389
qft_indep_qiskit_5.qasm,21.086003866780082,"[25.74544570897706, 16.06882341695018, 18.3465594999725, 21.766613417014014, 23.502577290986665]",166775,4.724607833041568
qft_indep_qiskit_15.qasm,22.55469996642787,"[17.004505666031037, 42.08231937501114, 15.40304854104761, 21.761491125042085, 16.52213512500748]",182463,4.663914325624709
qft_indep_qiskit_14.qasm,30.65772373318905,"[34.51020412502112, 15.872462790983263, 20.531637249980122, 27.77777020900976, 54.59654429095099]",192322,4.647062277945797
qft_indep_qiskit_43.qasm,33.43320004179841,"[25.601855665969197, 51.06944116699742, 19.678576042002533, 16.580438084027264, 54.23568924999563]",186131,4.678534382817744
qft_indep_qiskit_119.qasm,21.637184850184713,"[25.01781591703184, 20.815470374946017, 25.156783874961548, 17.900345833972096, 19.295508250012062]",193842,4.660777385159011
qft_indep_qiskit_4.qasm,36.43515455001034,"[23.560436041967478, 54.093354667013045, 25.831876208016183, 25.58296320802765, 53.107142625027336]",197783,4.677872193833611
qft_indep_qiskit_55.qasm,31.626525324815884,"[17.860163540986832, 35.97817562503042, 24.511730750033166, 22.785877000016626, 56.99667970801238]",201418,4.6438578793992376
qft_indep_qiskit_96.qasm,34.277591358416245,"[67.41195595898898, 27.515603541047312, 23.10230562504148, 27.195835374994203, 26.16225629200926]",199190,4.663150712194012
qft_indep_qiskit_79.qasm,24.738817341800313,"[28.682558749977034, 20.386454250023235, 26.369741624977905, 20.950273792026564, 27.30505829199683]",205590,4.656468387167776
qft_indep_qiskit_38.qasm,39.662769349780866,"[55.781059583008755, 22.391959582979325, 26.368018790963106, 68.7456804579706, 25.027128333982546]",207469,4.656497082719887
qft_indep_qiskit_80.qasm,33.59139732498443,"[26.46078874997329, 25.011462875001598, 24.410093415994197, 64.4377478749957, 27.63689370895736]",212292,4.658253151736454
qft_indep_qiskit_18.qasm,34.51754988319008,"[69.00278595800046, 22.160699332947843, 31.139184375002515, 25.54422241699649, 24.740857333003078]",218374,4.6465325541707605
qft_indep_qiskit_8.qasm,35.94925388317788,"[26.066220749984495, 64.81678562494926, 29.82829637499526, 25.887417541001923, 33.14754912495846]",226600,4.649041457881485
qft_indep_qiskit_115.qasm,38.03823321681703,"[34.17286662501283, 70.68187379202573, 30.077426582982298, 28.70793237502221, 26.55106670904206]",234664,4.643539116423367
qft_indep_qiskit_59.qasm,37.44884887500666,"[27.78146791603649, 26.47292320796987, 27.881366166984662, 29.008623959030956, 76.09986312501132]",225996,4.640170705532956
qft_indep_qiskit_103.qasm,31.68559260838665,"[29.36775908304844, 37.30941962497309, 32.56902120797895, 31.981823958922178, 27.199939167010598]",225354,4.6560499962352235
qft_indep_qiskit_75.qasm,37.53800882496871,"[34.106422249926254, 41.98487874993589, 34.41698554193135, 39.59717537497636, 37.5845822080737]",227649,4.623740118577075
qft_indep_qiskit_22.qasm,47.04909018359613,"[29.228156124940142, 40.77517762500793, 90.00002783408854, 42.8723358749412, 32.36975345900282]",242684,4.633987231572838
qft_indep_qiskit_34.qasm,43.50505690798163,"[41.59762120794039, 28.544757750001736, 89.8185410409933, 28.24927004100755, 29.3150944999652]",244541,4.65125254205953
qft_indep_qiskit_63.qasm,32.605681525007824,"[29.256692042108625, 31.699466458056122, 36.3295192909427, 30.804005041951314, 34.93872479198035]",248960,4.636787646885684
